================ Training Loss (Sat Nov 30 15:06:36 2024) ================
(epoch: 1, iters: 200, time: 0.038, data: 0.236) D_A: 0.226 G_A: 0.354 cycle_A: 1.988 idt_A: 1.023 D_B: 0.194 G_B: 0.410 cycle_B: 2.404 idt_B: 0.888 
(epoch: 1, iters: 400, time: 0.038, data: 0.001) D_A: 0.216 G_A: 0.369 cycle_A: 2.137 idt_A: 0.925 D_B: 0.220 G_B: 0.365 cycle_B: 2.093 idt_B: 0.954 
(epoch: 1, iters: 600, time: 0.038, data: 0.001) D_A: 0.222 G_A: 0.362 cycle_A: 2.162 idt_A: 0.964 D_B: 0.205 G_B: 0.359 cycle_B: 2.057 idt_B: 1.023 
(epoch: 1, iters: 800, time: 0.038, data: 0.001) D_A: 0.232 G_A: 0.365 cycle_A: 1.705 idt_A: 0.682 D_B: 0.198 G_B: 0.372 cycle_B: 1.585 idt_B: 0.736 
(epoch: 1, iters: 1000, time: 0.041, data: 0.001) D_A: 0.176 G_A: 0.479 cycle_A: 1.773 idt_A: 0.791 D_B: 0.207 G_B: 0.469 cycle_B: 1.746 idt_B: 0.849 
(epoch: 1, iters: 1200, time: 0.038, data: 0.001) D_A: 0.182 G_A: 0.400 cycle_A: 1.722 idt_A: 0.703 D_B: 0.154 G_B: 0.417 cycle_B: 1.580 idt_B: 0.783 
(epoch: 1, iters: 1400, time: 0.038, data: 0.001) D_A: 0.180 G_A: 0.408 cycle_A: 1.465 idt_A: 0.661 D_B: 0.199 G_B: 0.431 cycle_B: 1.481 idt_B: 0.672 
(epoch: 1, iters: 1600, time: 0.038, data: 0.001) D_A: 0.174 G_A: 0.372 cycle_A: 1.241 idt_A: 0.683 D_B: 0.211 G_B: 0.399 cycle_B: 1.324 idt_B: 0.534 
(epoch: 1, iters: 1800, time: 0.038, data: 0.001) D_A: 0.179 G_A: 0.444 cycle_A: 1.445 idt_A: 0.676 D_B: 0.195 G_B: 0.466 cycle_B: 1.445 idt_B: 0.669 
(epoch: 1, iters: 2000, time: 0.043, data: 0.001) D_A: 0.174 G_A: 0.319 cycle_A: 1.182 idt_A: 0.751 D_B: 0.188 G_B: 0.481 cycle_B: 1.609 idt_B: 0.549 
(epoch: 1, iters: 2200, time: 0.038, data: 0.001) D_A: 0.286 G_A: 0.290 cycle_A: 1.425 idt_A: 0.599 D_B: 0.285 G_B: 0.388 cycle_B: 1.333 idt_B: 0.692 
(epoch: 1, iters: 2400, time: 0.038, data: 0.001) D_A: 0.235 G_A: 0.332 cycle_A: 1.216 idt_A: 0.601 D_B: 0.265 G_B: 0.361 cycle_B: 1.355 idt_B: 0.544 
(epoch: 1, iters: 2600, time: 0.038, data: 0.001) D_A: 0.155 G_A: 0.535 cycle_A: 1.454 idt_A: 0.507 D_B: 0.140 G_B: 0.433 cycle_B: 1.136 idt_B: 0.641 
